id,date_detection,priorite,score,statut,titre,organisme,type_financement,zone,themes,montant,deadline,deadline_date,deadline_status,deadline_source,lien,eligibilite_ambition_campus,pieces_probables,responsable,prochaine_action,notes
8a2e3c79c1,2026-07-03,A - à traiter vite,81,nouveau,Prix Inspiring Young Europeans 2026 |,Carenews - Appels à projets,subvention,France,jeunesse; insertion; vie associative; Europe,,des projets communs avec des partenaires européens. Pour plus d'informations : https://www.inspiringyoungeuropeans.eu/qui-sommes-nous Candidatures ouvertes du 22 juin au 28 août 20,2026-08-28,ouvert,https://www.carenews.com/appels-a-projet/prix-inspiring-young-europeans-2026,https://www.carenews.com/appels-a-projet/prix-inspiring-young-europeans-2026,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; mecenat; mécénat; association; associations
9ca24f29d0,2026-07-03,A - à traiter vite,66,nouveau,Appel à films : 6ème édition du Prix Arts Convergences |,Carenews - Appels à projets,subvention,France,jeunesse; insertion; vie associative,,jusqu’au 19 octobre 2026 Règlement sur artsconvergences,2026-10-19,ouvert,https://www.carenews.com/appels-a-projet/appel-a-films-6eme-edition-du-prix-arts-convergences,https://www.carenews.com/appels-a-projet/appel-a-films-6eme-edition-du-prix-arts-convergences,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; mecenat; mécénat; association; associations
c642fd3a6a,2026-07-03,A - à traiter vite,54,nouveau,Appel à projets pour un numérique inclusif et durable |,Carenews - Appels à projets,appel à projets,France,égalité des chances; jeunesse; insertion; vie associative,,quement du soutien financier que pourrait apporter ADN Solidarity. ETAPES DE SELECTION : - Envoi du dossier de candidature (et ses pièces justificatives) au plus tard le 1er septem,2026-09-01,ouvert,https://www.carenews.com/appels-a-projet/appel-a-projets-pour-un-numerique-inclusif-et-durable,https://www.carenews.com/appels-a-projet/appel-a-projets-pour-un-numerique-inclusif-et-durable,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; mecenat; mécénat; association; associations
297d0718bc,2026-07-03,C - veille,68,nouveau,Appel à initiatives en faveur de la solidarité internationale | Associations.gouv.fr,Associations.gouv - Appels à projets,mécénat/fondation,France,aide aux étudiants; jeunesse; vie associative; Europe,,,,non trouvée après recherche web,,https://associations.gouv.fr/appel-initiatives-en-faveur-de-la-solidarite-internationale,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Surveiller / vérifier manuellement si stratégique : aucune deadline fiable trouvée après recherche web,financement; mecenat; mécénat; association; associations; jeunesse; jeune; jeunes; deadline recherchée sur le web: non trouvée
d01af62624,2026-07-03,C - veille,67,nouveau,Fondation de France AP - Soutien aux pratiques inclusives | Associations.gouv.fr,Associations.gouv - Financements privés,mécénat/fondation,France,aide aux étudiants; jeunesse; vie associative; Europe,,,,non trouvée après recherche web,,https://associations.gouv.fr/fondation-de-france-ap-soutien-aux-pratiques-inclusives,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Surveiller / vérifier manuellement si stratégique : aucune deadline fiable trouvée après recherche web,financement; mecenat; mécénat; association; associations; jeunesse; jeune; jeunes; deadline recherchée sur le web: non trouvée
ca867f5da5,2026-07-03,C - veille,62,nouveau,Le concours de la France s’engage,Associations.gouv - Financements privés,mécénat/fondation,France,aide aux étudiants; jeunesse; vie associative,,,,non trouvée après recherche web,,https://associations.gouv.fr/le-concours-de-la-france-sengage,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Surveiller / vérifier manuellement si stratégique : aucune deadline fiable trouvée après recherche web,financement; mecenat; mécénat; association; associations; jeunesse; jeune; jeunes; détail non chargé: URLError: <urlopen error timed out>; deadline recherchée sur le web: non trouvée
99a0fa5590,2026-07-03,C - veille,51,nouveau,Green IT et IT for Good : le Fonds de dotation inherent lance son troisième appel à projets ! |,Carenews - Appels à projets,subvention,France,jeunesse; insertion; vie associative,,,,non trouvée après recherche web,,https://www.carenews.com/appels-a-projet/green-it-et-it-for-good-le-fonds-de-dotation-inherent-lance-son-troisieme-appel-a,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Surveiller / vérifier manuellement si stratégique : aucune deadline fiable trouvée après recherche web,appel a projets; appel a projet; appel à projets; appel à projet; mecenat; mécénat; association; associations; deadline recherchée sur le web: non trouvée
5e1a77fb88,2026-07-03,C - veille,47,nouveau,Prix Hippocrène 2026 : trois projets Erasmus+ lauréats,Erasmus+ France - Appels,subvention,Europe,égalité des chances; aide aux étudiants; jeunesse; éducation/orientation; Europe,,,,non trouvée après recherche web,,https://agence.erasmusplus.fr/2026/05/22/prix-hippocrene-2026/,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Surveiller / vérifier manuellement si stratégique : aucune deadline fiable trouvée après recherche web,etudiant; étudiant; etudiante; étudiante; education; éducation; inclusion; deadline recherchée sur le web: non trouvée
62cab4b4cf,2026-07-03,C - veille,47,nouveau,Appel à Projet Biclou |,Carenews - Appels à projets,appel à projets,France,jeunesse; insertion; vie associative,,,,non trouvée après recherche web,,https://www.carenews.com/appels-a-projet/appel-a-projet-biclou,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Surveiller / vérifier manuellement si stratégique : aucune deadline fiable trouvée après recherche web,appel a projet; appel à projet; mecenat; mécénat; association; associations; montant détecté; deadline recherchée sur le web: non trouvée
54ec452e4b,2026-07-03,C - veille,46,nouveau,Rencontres européennes Erasmus+ (TCA) | Agence Erasmus+ France,Erasmus+ France - Appels,subvention,Europe,égalité des chances; aide aux étudiants; jeunesse; éducation/orientation; Europe,,,,non trouvée après recherche web,,https://agence.erasmusplus.fr/programme-erasmus/pour-vous-aider/recherche-de-partenaires/seminaires-de-contact-tca/,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Surveiller / vérifier manuellement si stratégique : aucune deadline fiable trouvée après recherche web,etudiant; étudiant; etudiante; étudiante; education; éducation; inclusion; deadline recherchée sur le web: non trouvée
