id,date_detection,priorite,score,statut,titre,organisme,type_financement,zone,themes,montant,deadline,deadline_date,deadline_status,deadline_source,lien,eligibilite_ambition_campus,pieces_probables,responsable,prochaine_action,notes
13aa279a5e,2026-07-14,A - à traiter vite,79,fermé,Appel à projets en Ile-de-France SG SOCIETE GENERALE | Société Générale,Carenews - Appels à projets,appel à projets,France,jeunesse; éducation/orientation; insertion; vie associative,,Clôturé : dépôt du 4 au 31 mai 2026 sur submit.fondation.societegenerale.com,2026-05-31,expiré,https://www.carenews.com/appels_a_projets,https://www.carenews.com/societe-generale/appels-a-projet/appel-a-projets-en-ile-de-france-sg-societe-generale,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Revoir en avril 2027 (ouverture attendue en mai),Vérifié manuellement le 16/07/2026 lors du montage des dossiers AAP. La deadline 30/09 détectée par la veille était erronée (page listing Carenews). Prochaine édition attendue mai 2027.
cf9da1409b,2026-06-20,A - à traiter vite,69,fermé,Appel à projet 2026 « actions de remobilisation des - Ville de Paris Ville de Paris,Ville de Paris - Appels à projets,subvention,Paris,égalité des chances; jeunesse; insertion; vie associative,,Clôturé le 18 juin 2026 à 23h59,2026-06-18,expiré,,https://www.paris.fr/pages/appel-a-projet-actions-de-remobilisation-des-jeunes-des-quartiers-populaires-35271,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Surveiller l'édition 2027,Vérifié manuellement le 16/07/2026 lors du montage des dossiers AAP.
2c7c94d244,2026-06-20,A - à traiter vite,70,fermé,Appel à projets collaborateurs 2026 | Fondation groupe RATP,Fondation Groupe RATP - Appels à projets,subvention,Île-de-France,jeunesse; insertion; vie associative,jusqu'au bilan,"Fermé — aucun appel en cours, constaté le 16 juillet 2026",2026-07-16,expiré,,https://ratpgroup.com/fr/le-groupe-ratp/fondation-groupe-ratp/appel-a-projets/,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Surveiller la page Fondation RATP,Vérifié manuellement le 16/07/2026 lors du montage des dossiers AAP. Page officielle : « Aucun appel à projets n'est en cours actuellement ».
6e582a91a9,2026-06-20,A - à traiter vite,82,fermé,L’appel à projets 2025 pour soutenir le mentorat | Associations.gouv.fr,Associations.gouv - Appels à projets,appel à projets,France,aide aux étudiants; jeunesse; éducation/orientation; vie associative; Europe,,Clôturé le 28 février 2025 (édition 2025),2025-02-28,expiré,,https://associations.gouv.fr/lappel-projets-2025-pour-soutenir-le-mentorat,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Édition 2027 attendue en janvier 2027 — dossier déjà préparé (Bureau/AAP Ambition Campus),Vérifié manuellement le 16/07/2026 lors du montage des dossiers AAP. Dépôt via Le Compte Asso (code 2750). Dossier 2027 pré-rempli en local.
5c86545000,2026-06-20,A - à traiter vite,82,fermé,Appel à projets innovation sociale du FSE | Associations.gouv.fr,Associations.gouv - Europe,appel à projets,Europe,aide aux étudiants; jeunesse; vie associative; Europe,,Clôturé le 19 septembre 2025 (édition 2025),2025-09-19,expiré,,https://associations.gouv.fr/appel-projets-innovation-sociale-du-fse,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Surveiller une édition 2026-2027 sur Ma Démarche FSE+,Vérifié manuellement le 16/07/2026 lors du montage des dossiers AAP.
6c0d270ae9,2026-06-20,A - à traiter vite,82,écarté,Appel à projets P’INS | Associations.gouv.fr,Associations.gouv - Financements privés,appel à projets,France,aide aux étudiants; jeunesse; vie associative; Europe,,,,,,https://associations.gouv.fr/appel-projets-pins,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Ne pas traiter,Vérifié manuellement le 16/07/2026 lors du montage des dossiers AAP. Hors thématiques AC : P'INS cible mobilité/habitat/santé/finance solidaire (essaimage ESS).
4e1bc8d0e4,2026-07-02,A - à traiter vite,63,dossier préparé,Appel à projets pour l'orientation des franciliens tout au long de la vie | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; éducation/orientation; insertion; vie associative,,Dépôt ouvert jusqu'au 31 décembre 2026 sur mesdemarches.iledefrance.fr,2026-12-31,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/appel-projets-pour-lorientation-des-franciliens-tout-au-long-de-la-vie,https://www.iledefrance.fr/aides-et-appels-a-projets/appel-projets-pour-lorientation-des-franciliens-tout-au-long-de-la-vie,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,Yusuf,Déposer : dossier complet prêt (Bureau/AAP Ambition Campus/2_Region_IdF),"Vérifié manuellement le 16/07/2026 lors du montage des dossiers AAP. Subvention 5-50 k€/an, ≤80 %. Vérifier l'éligibilité 'association' dans le règlement au dépôt."
8a2e3c79c1,2026-07-03,A - à traiter vite,81,nouveau,Prix Inspiring Young Europeans 2026 |,Carenews - Appels à projets,subvention,France,jeunesse; insertion; vie associative; Europe,,des projets communs avec des partenaires européens. Pour plus d'informations : https://www.inspiringyoungeuropeans.eu/qui-sommes-nous Candidatures ouvertes du 22 juin au 28 août 20,2026-08-28,ouvert,https://www.carenews.com/appels-a-projet/prix-inspiring-young-europeans-2026,https://www.carenews.com/appels-a-projet/prix-inspiring-young-europeans-2026,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,"Vérifié manuellement le 16/07/2026 lors du montage des dossiers AAP. Ouvert jusqu'au 28 août 2026, 15 k€/prix. Exige un projet commun avec des jeunes d'un autre pays UE — non couvert par AC aujourd'hui (piste : antenne de Menton)."
813dd63121,2026-07-17,A - à traiter vite,85,dossier préparé,Appel à projets « Égalité des chances » 2026 | Fonds de dotation Adéquat,Fonds de dotation Adéquat,mécénat,France,égalité des chances; jeunesse; éducation/orientation; insertion,5 000 à 20 000 € (5 lauréats),Candidatures jusqu'au 31 août 2026 à minuit,2026-08-31,ouvert,https://www.groupeadequat.com/fonds-de-dotation,https://www.groupeadequat.com/fonds-de-dotation,"Oui — organisations à but non lucratif, ≥2 ans, siège en France métropolitaine",formulaire MS Forms 13 pages (39 questions) + email pièces à fonds.dotation@groupeadequat.fr,Yusuf,Soumettre : réponses prêtes à coller (Bureau/AAP Ambition Campus/1_Fonds_Adequat),Détecté hors veille (recherche manuelle 16/07/2026). Annonce lauréats octobre 2026. Formulaire sans sauvegarde (~30 min).
e81c9467c0,2026-06-20,A - à traiter vite,75,nouveau,Règlement du concours 2026 - Fondation la France s’engage,La France s'engage,subvention,France,égalité des chances; éducation/orientation; insertion; vie associative,,Clôturé le 2026-01-29 — clôture des candidatures de la première phase de sélection est fixée au 29 janvier 2026 à 18h (CET),2026-01-29,expiré,https://fondationlafrancesengage.org/le-concours/reglement-du-concours-2026/,https://fondationlafrancesengage.org/le-concours/reglement-du-concours-2026/,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Surveiller la prochaine édition,Deadline vérifiée le 17/07/2026 (https://fondationlafrancesengage.org/le-concours/reglement-du-concours-2026/). appel a projets; appel a projet; appel à projets; appel à projet; mecenat; mécénat; association; education
