id,date_detection,priorite,score,statut,titre,organisme,type_financement,zone,themes,montant,deadline,deadline_date,deadline_status,deadline_source,lien,eligibilite_ambition_campus,pieces_probables,responsable,prochaine_action,notes
53e4e02c00,2026-07-10,A - à traiter vite,54,nouveau,Postulez à l'appel à projets « Éducation par le - Ville de Paris Ville de Paris,Ville de Paris - Appels à projets,subvention,Paris,éducation/orientation,,date limite de dépôt des dossiers est fixée au mercredi 8 août 2026,2026-08-08,ouvert,https://www.paris.fr/pages/appel-a-projets-education-par-le-sport-promo-6-2025-2026-30692,https://www.paris.fr/pages/appel-a-projets-education-par-le-sport-promo-6-2025-2026-30692,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; subvention; education; éducation
e7d0c8c36c,2026-07-10,A - à traiter vite,53,nouveau,Appel à prix - Prix de l'innovation Troubles des conduites alimentaires |,Carenews - Appels à projets,subvention,France,jeunesse; insertion; vie associative,,26 : Traitement des candidatures reçues et envoi aux membres du comité de gestion pour expertise 26 octobre 2026 : Retour des expertises des membres du comité de gestion 5 novembre,2026-11-05,ouvert,https://www.carenews.com/appels-a-projet/appel-a-prix-prix-de-l-innovation-troubles-des-conduites-alimentaires,https://www.carenews.com/appels-a-projet/appel-a-prix-prix-de-l-innovation-troubles-des-conduites-alimentaires,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; mecenat; mécénat; association; associations
c587e47e3e,2026-07-10,A - à traiter vite,52,nouveau,"Appel à projets « Ma citoyenneté, mes rêves et mes - Ville de Paris Ville de Paris",Ville de Paris - Appels à projets,appel à projets,Paris,jeunesse; éducation/orientation; vie associative,,"Jusqu'au 14/09/2026 Aide pour la création, la diffusion et la diversité artistique de Paris Appel à projets Jusqu'au 01/10/2026 Vous êtes",2026-10-01,ouvert,https://www.paris.fr/pages/appel-a-projets-democratie-art-et-citoyennete-au-theatre-de-la-concorde-26997,https://www.paris.fr/pages/appel-a-projets-democratie-art-et-citoyennete-au-theatre-de-la-concorde-26997,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; association; associations; jeune; jeunes
2903ece3e7,2026-07-10,A - à traiter vite,50,nouveau,Réveillons la solidarité : candidatez à l'appel à projets de la Fondation de France | Avise,Avise - Actualités ESS,appel à projets,France,jeunesse; insertion; Europe,,date limite de dépôt des dossiers 1er décembre 2026 – 9 janvier 2027 : période de réalisation des événements soutenus Thématiques Inclusion sociale Télécharger pdf Abonnez-vous à n,2027-01-09,ouvert,https://www.avise.org/agenda/reveillons-la-solidarite-candidatez-lappel-projets-de-la-fondation-de-france,https://www.avise.org/agenda/reveillons-la-solidarite-candidatez-lappel-projets-de-la-fondation-de-france,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; financement; insertion
47368a924d,2026-07-10,B - intéressant,45,nouveau,Appel à manifestation d’intérêt – Conception d'atelier sur l’innovation sociale et démocratique | Office franco-québécois pour la jeunesse,Carenews - Appels à projets,mécénat/fondation,France,jeunesse; insertion; vie associative; Europe,,avant le 16 août 2026,2026-08-16,ouvert,https://www.carenews.com/office-franco-quebecois-pour-la-jeunesse/appels-a-projet/appel-a-manifestation-d-interet-conception,https://www.carenews.com/office-franco-quebecois-pour-la-jeunesse/appels-a-projet/appel-a-manifestation-d-interet-conception,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a manifestation; mecenat; mécénat; association; associations; jeunesse; jeune; jeunes
c6ae1bf0ad,2026-07-10,B - intéressant,45,nouveau,"« Fabriqué à Paris » : créateurs et artisans, c’est - Ville de Paris Ville de Paris",Ville de Paris - Appels à projets,appel à projets,Paris,vie associative,,"Jusqu'au 14/09/2026 Aide pour la création, la diffusion et la diversité artistique de Paris Appel à projets Jusqu'au 01/10/2026 Vous êtes",2026-10-01,ouvert,https://www.paris.fr/pages/fabrique-a-paris-postulez-des-maintenant-21595,https://www.paris.fr/pages/fabrique-a-paris-postulez-des-maintenant-21595,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; association; associations
2ee77baba6,2026-07-10,B - intéressant,44,nouveau,La Fondation d'Entreprise Michelin ouvre son appel à projets 2026 du 2e semestre | Avise,Avise - Actualités ESS,appel à projets,France,jeunesse; insertion; Europe,,Jusqu'au 31 août 2026 Date et horaires : Jusqu'au lundi 31 août 2026 Informations et candidatures La Fondation d'Entreprise Michelin ouvre son appel à projets 2026 du second semest,2026-08-31,ouvert,https://www.avise.org/agenda/la-fondation-dentreprise-michelin-ouvre-son-appel-projets-2026-du-2e-semestre,https://www.avise.org/agenda/la-fondation-dentreprise-michelin-ouvre-son-appel-projets-2026-du-2e-semestre,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; financement; insertion
f68ac1eb53,2026-07-10,B - intéressant,44,nouveau,Appel à projets de la Fondation de France : territoires et habitat résilients face aux crises et catastrophes | Avise,Avise - Actualités ESS,appel à projets,France,jeunesse; insertion; Europe,,Jusqu'au 21 septembre 2026 Date et horaires : Jusqu'au lundi 21 septembre 2026 avant 17:00 Informations et candidatures La Fondation de France lance un appel à projets pour souteni,2026-09-21,ouvert,https://www.avise.org/agenda/appel-projets-de-la-fondation-de-france-territoires-et-habitat-resilients-face-aux-crises-et,https://www.avise.org/agenda/appel-projets-de-la-fondation-de-france-territoires-et-habitat-resilients-face-aux-crises-et,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; financement; insertion
4b63f9b6a1,2026-07-10,B - intéressant,44,nouveau,Aide au montage de projets européens | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative; Europe,,"Dépôt des demandes ouvert jusqu'au 31 décembre 2026 Public Entreprises de taille intermédiaire, Grandes entreprises, Petites et moyennes entreprises, Autre (GIP, copropriété, EPA",2026-12-31,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/aide-au-montage-de-projets-europeens,https://www.iledefrance.fr/aides-et-appels-a-projets/aide-au-montage-de-projets-europeens,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
ae3ba85545,2026-07-10,B - intéressant,43,nouveau,Les Rencontres franciliennes des achats responsables et de l'ESS | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 15 septembre 2026 Public Association régie par la loi de 1901, Très petites entreprises, Petites et moyennes entreprises, Grandes entreprises, En",2026-09-15,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/les-rencontres-franciliennes-des-achats-responsables-et-de-less,https://www.iledefrance.fr/aides-et-appels-a-projets/les-rencontres-franciliennes-des-achats-responsables-et-de-less,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
