id,date_detection,priorite,score,statut,titre,organisme,type_financement,zone,themes,montant,deadline,deadline_date,deadline_status,deadline_source,lien,eligibilite_ambition_campus,pieces_probables,responsable,prochaine_action,notes
9f8ce9c7b6,2026-06-21,A - à traiter vite,76,nouveau,Les appels à projets de la Ville de Paris - Ville de Paris Ville de Paris,Ville de Paris - Appels à projets,appel à projets,Paris,égalité des chances; jeunesse; insertion; vie associative,,Date limite de dépôt des dossiers : mercredi 15 juillet 2026 à 23H59 La Quinzaine de l'Accessibilité et de l'Inclusion se tiendra du 19 septembre au 4 octobre 2026 dans les arrondi,2026-10-04,ouvert,https://www.paris.fr/pages/repondre-a-un-appel-a-projets-5412,https://www.paris.fr/pages/repondre-a-un-appel-a-projets-5412,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; financement; association; associations; jeune
297d0718bc,2026-06-21,A - à traiter vite,68,nouveau,Appel à initiatives en faveur de la solidarité internationale | Associations.gouv.fr,Associations.gouv - Appels à projets,mécénat/fondation,France,aide aux étudiants; jeunesse; vie associative; Europe,,"Date limite : Dépôt possible au fil de l’eau (dispositif ouvert en continu – pas de date unique de clôture, mais instruction au fil des dossiers) jusqu'au 31 décembre 2026 Domaine ",2026-12-31,ouvert,https://forim.net/actualite/appels-a-projets-de-solidarite-internationale-pour-les-diasporas-solidaires-avril-2026/,https://associations.gouv.fr/appel-initiatives-en-faveur-de-la-solidarite-internationale,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; mecenat; mécénat; association; associations; jeunesse; jeune; jeunes; deadline via recherche web (page résultat): https://forim.net/actualite/appels-a-projets-de-solidarite-internationale-pour-les-diasporas-solidaires-avril-2026/
8ddd9ded6b,2026-06-21,A - à traiter vite,65,nouveau,Créart'UP : entreprendre dans l'art et la culture - Ville de Paris Ville de Paris,Ville de Paris - Appels à projets,appel à projets,Paris,aide aux étudiants,"jusqu'au 1er juillet 2026, ce dispositif s’adresse aux étudiants (ou diplômés depuis mo","jusqu'au 1er juillet 2026, ce dispositif s’adresse aux étudiants (ou diplômés depuis moins de deux ans) de Paris et d’Île-de-France, porteurs d’un projet dans les domaines artistiq",2026-07-01,ouvert,https://www.paris.fr/pages/creart-up-entreprendre-dans-l-art-et-la-culture-pour-les-etudiants-35412,https://www.paris.fr/pages/creart-up-entreprendre-dans-l-art-et-la-culture-pour-les-etudiants-35412,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; etudiant; étudiant; etudiante; étudiante
4e1bc8d0e4,2026-06-21,A - à traiter vite,63,nouveau,Appel à projets pour l'orientation des franciliens tout au long de la vie | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; éducation/orientation; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 31 décembre 2026 Public Fondation, Créateur d'entreprise, Très petites entreprises, Petites et moyennes entreprises, Établissement d'enseignement",2026-12-31,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/appel-projets-pour-lorientation-des-franciliens-tout-au-long-de-la-vie,https://www.iledefrance.fr/aides-et-appels-a-projets/appel-projets-pour-lorientation-des-franciliens-tout-au-long-de-la-vie,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; financement; association; associations; etudiant
3c35f1c142,2026-06-21,A - à traiter vite,60,nouveau,Candidatez pour « Sport seniors en plein air » - Ville de Paris Ville de Paris,Ville de Paris - Appels à projets,subvention,Paris,éducation/orientation; vie associative,,"clôture : jeudi 9 juillet 2026, 23h59 Comité de sélection des dossiers : septembre 2026 Vote en conseil de Paris : novembre 2026 ? Votre avis nous intéresse ! Ces informations vous",2026-07-09,ouvert,https://www.paris.fr/pages/appel-a-projet-sport-seniors-en-plein-air-35407,https://www.paris.fr/pages/appel-a-projet-sport-seniors-en-plein-air-35407,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; subvention; association; associations; education
bd69693bb3,2026-06-21,A - à traiter vite,59,nouveau,Appel à projets collaboratifs - Innovation de Rupture et Résilience Industrielle (IRRI) | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 30 août 2026 Public Très petites entreprises, Petites et moyennes entreprises, Entreprises de taille intermédiaire, Grandes entreprises Partager ",2026-08-30,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/appel-projets-collaboratifs-innovation-de-rupture-et-resilience-industrielle-irri,https://www.iledefrance.fr/aides-et-appels-a-projets/appel-projets-collaboratifs-innovation-de-rupture-et-resilience-industrielle-irri,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; financement; association; associations; etudiant
c3d6ec80aa,2026-06-21,A - à traiter vite,59,nouveau,Appel à projets Ingénierie et Formations professionnelles (IFP Île-de-France) | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 31 décembre 2026 Public Établissement d'enseignement secondaire, Organisme de formation (OF, OPCO, FSS, CFA",2026-12-31,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/appel-projets-ingenierie-et-formations-professionnelles-ifp-ile-de-france,https://www.iledefrance.fr/aides-et-appels-a-projets/appel-projets-ingenierie-et-formations-professionnelles-ifp-ile-de-france,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; financement; association; associations; etudiant
7c9b6c3922,2026-06-21,A - à traiter vite,56,nouveau,Appel à projets Dynamiques Emploi – « Des parcours - Ville de Paris Ville de Paris,Ville de Paris - Appels à projets,appel à projets,Paris,insertion,jusqu'au mardi 30 juin 2026 à 23h59,candidature s’effectue uniquement sous forme dématérialisée via Paris Asso Paris Asso Le dépôt des candidatures est ouvert jusqu'au mardi 30 juin 2026 à 23h59,2026-06-30,ouvert,https://www.paris.fr/pages/appel-a-projets-dynamiques-emploi-accompagner-vers-l-emploi-16775,https://www.paris.fr/pages/appel-a-projets-dynamiques-emploi-accompagner-vers-l-emploi-16775,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; insertion
23c8fffa48,2026-06-21,A - à traiter vite,56,nouveau,Associations de commerçants : préparez vos - Ville de Paris Ville de Paris,Ville de Paris - Appels à projets,subvention,Paris,égalité des chances; jeunesse; vie associative,,avant le 1er juillet 2026 à minuit,2026-07-01,ouvert,https://www.paris.fr/pages/associations-de-commercants-preparez-vos-illuminations-de-fetes-de-fin-d-annee-2026-34200,https://www.paris.fr/pages/associations-de-commercants-preparez-vos-illuminations-de-fetes-de-fin-d-annee-2026-34200,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; subvention; financement; association; associations
e4f3e86b47,2026-06-21,A - à traiter vite,56,nouveau,Candidatez pour développer l'offre parasportive - Ville de Paris Ville de Paris,Ville de Paris - Appels à projets,subvention,Paris,vie associative,jusqu'au 9 juillet,clôture : jeudi 9 juillet 2026 23h59 Comité de sélection des projets : septembre 2026 Vote des projets par le conseil de Paris : novembre 2026 ? Votre avis nous intéresse ! Ces inf,2026-07-09,ouvert,https://www.paris.fr/pages/developpement-de-l-offre-parasportive-35404,https://www.paris.fr/pages/developpement-de-l-offre-parasportive-35404,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; subvention; association; associations
ca6e228884,2026-06-21,A - à traiter vite,52,nouveau,SCO / AC120 - Accréditation - Conseils à la candidature | Agence ERASMUS+ France / Éducation Formation,Erasmus+ France - Appels,subvention,Europe,égalité des chances; aide aux étudiants; jeunesse; éducation/orientation; Europe,,der à la version anglaise Recevez la newsletter Suivez l’agence sur les réseaux Mentions légales fermer Événement SCO / AC120 - Accréditation - Conseils à la candidature 24 Juin 20,2026-06-24,ouvert,https://agence.erasmusplus.fr/evenements/sco-ac120-accreditation-conseils-a-la-candidature/,https://agence.erasmusplus.fr/evenements/sco-ac120-accreditation-conseils-a-la-candidature/,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,etudiant; étudiant; etudiante; étudiante; education; éducation; inclusion
7454377f21,2026-06-21,B - intéressant,49,nouveau,Tickets-Loisirs | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,jusqu'au,"Dépôt des demandes ouvert jusqu'au 24 juillet 2026 Prochaine session à partir du 01 septembre 2026 Public Fondation, Organisation non gouvernementale (ONG), Association régie par l",2026-09-01,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/tickets-loisirs,https://www.iledefrance.fr/aides-et-appels-a-projets/tickets-loisirs,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
1010756ce6,2026-06-21,B - intéressant,48,nouveau,Un Carrousel pour la place de l'Hôtel de Ville - Ville de Paris Ville de Paris,Ville de Paris - Appels à projets,appel à projets,Paris,,84 euros,candidature jusqu'au 26 juin 2026 à 12h00,2026-06-26,ouvert,https://www.paris.fr/pages/un-carrousel-pour-la-place-de-l-hotel-de-ville-35350,https://www.paris.fr/pages/un-carrousel-pour-la-place-de-l-hotel-de-ville-35350,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; appel a manifestation; montant détecté
7dee23a15d,2026-06-21,B - intéressant,45,nouveau,"Fête enfantine sur l'esplanade Claude Luter, - Ville de Paris Ville de Paris",Ville de Paris - Appels à projets,appel à projets,Paris,,790 euros,"tion d'intérêt concurrentiel concerne l'installation d' une fête foraine enfantine sur l'esplanade Claude Luter, anciennement place maquis du Vercors (20e) du 16 juin au 15 octobre",2026-10-15,ouvert,https://www.paris.fr/pages/fete-enfantine-sur-l-esplanade-claude-luter-anciennement-place-maquis-du-vercors-20e-35231,https://www.paris.fr/pages/fete-enfantine-sur-l-esplanade-claude-luter-anciennement-place-maquis-du-vercors-20e-35231,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet; appel a manifestation; montant détecté
3e02a1b37b,2026-06-21,B - intéressant,45,nouveau,Lutte contre les rixes | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,Dépôt des demandes ouvert jusqu'au 31 décembre 2026 Public Association régie par la loi de 1901 Partager Partager sur Facebook Partager sur Twitter Partager sur Linkedin Copier dan,2026-12-31,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/lutte-contre-les-rixes,https://www.iledefrance.fr/aides-et-appels-a-projets/lutte-contre-les-rixes,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
b40a68cfd1,2026-06-21,B - intéressant,43,nouveau,Lutte contre le décrochage scolaire | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; éducation/orientation; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 31 décembre 2026 Public Fondation, Organisation non gouvernementale (ONG), Association régie par la loi de 1901 Partager Partager sur Facebook Pa",2026-12-31,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/lutte-contre-le-decrochage-scolaire,https://www.iledefrance.fr/aides-et-appels-a-projets/lutte-contre-le-decrochage-scolaire,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; orientation; malus: marches publics; malus: marchés publics
